"title","journal","authors","abstract","doi_link","year"
"Testosterone therapy and the risk of atrial fibrillation, venous thromboembolism and cardiovascular events in cis men with hypogonadism and trans men","European Journal of Endocrinology","Bonnet, F., Vaduva, P., Balkau, B., Genet, T., de Freminville, J. B., Ducluzeau, P. H., Fauchier, L.","Bonnet, F., Vaduva, P., Balkau, B., Genet, T., de Freminville, J. B., Ducluzeau, P. H., Fauchier, L.
(2025)
  Testosterone therapy and the risk of atrial fibrillation, venous thromboembolism and cardiovascular events in cis men with hypogonadism and trans men.
    European Journal of Endocrinology","Bonnet, F., Vaduva, P., Balkau, B., Genet, T., de Freminville, J. B., Ducluzeau, P. H., Fauchier, L.
(2025)
  Testosterone therapy and the risk of atrial fibrillation, venous thromboembolism and cardiovascular events in cis men with hypogonadism and trans men.
    European Journal of Endocrinology",2025
"Body Composition and Markers of Cardiometabolic Health in Transgender Youth on Gonadotropin-Releasing Hormone Agonists","Transgender Health","Nokoff, N. J., Scarbro, S. L., Moreau, K. L., Zeitler, P., Nadeau, K. J., Reirden, D., Juarez-Colunga, E., Kelsey, M. M.","Nokoff, N. J., Scarbro, S. L., Moreau, K. L., Zeitler, P., Nadeau, K. J., Reirden, D., Juarez-Colunga, E., Kelsey, M. M.
(2021)
  Body Composition and Markers of Cardiometabolic Health in Transgender Youth on Gonadotropin-Releasing Hormone Agonists.
    Transgender Health","Nokoff, N. J., Scarbro, S. L., Moreau, K. L., Zeitler, P., Nadeau, K. J., Reirden, D., Juarez-Colunga, E., Kelsey, M. M.
(2021)
  Body Composition and Markers of Cardiometabolic Health in Transgender Youth on Gonadotropin-Releasing Hormone Agonists.
    Transgender Health",2021
"Cardiovascular Disease Risk Factors and Myocardial Infarction in the Transgender Population","Circulation: Cardiovascular Quality and Outcomes","Alzahrani, T., Nguyen, T., Ryan, A., Dwairy, A., McCaffrey, J., Yunus, R., Forgione, J., Krepp, J., Nagy, C., …, Reiner, J.","Alzahrani, T., Nguyen, T., Ryan, A., Dwairy, A., McCaffrey, J., Yunus, R., Forgione, J., Krepp, J., Nagy, C., …, Reiner, J.
(2019)
  Cardiovascular Disease Risk Factors and Myocardial Infarction in the Transgender Population.
    Circulation: Cardiovascular Quality and Outcomes","Alzahrani, T., Nguyen, T., Ryan, A., Dwairy, A., McCaffrey, J., Yunus, R., Forgione, J., Krepp, J., Nagy, C., …, Reiner, J.
(2019)
  Cardiovascular Disease Risk Factors and Myocardial Infarction in the Transgender Population.
    Circulation: Cardiovascular Quality and Outcomes",2019
"Transgender Vascular Health: Interactions Between Gender Identity, Hormone Therapy, and Vascular Disease Risk","Journal of Vascular Diseases","Costa, D., Ielapi, N., Talarico, A., Mazza, A., Serra, R.","Costa, D., Ielapi, N., Talarico, A., Mazza, A., Serra, R.
()
  Transgender Vascular Health: Interactions Between Gender Identity, Hormone Therapy, and Vascular Disease Risk.
    Journal of Vascular Diseases","Costa, D., Ielapi, N., Talarico, A., Mazza, A., Serra, R.
()
  Transgender Vascular Health: Interactions Between Gender Identity, Hormone Therapy, and Vascular Disease Risk.
    Journal of Vascular Diseases",NA
"Venous Thromboembolism in Transgender and Gender Diverse Individuals on Estrogen-Based Gender-Affirming Hormone Therapy","Journal of Clinical Medicine","Burgoon, S., Cunningham, H., Batchelder, H. R., Jones, Q., Kelley, C. E., Kapoor, S.","Burgoon, S., Cunningham, H., Batchelder, H. R., Jones, Q., Kelley, C. E., Kapoor, S.
()
  Venous Thromboembolism in Transgender and Gender Diverse Individuals on Estrogen-Based Gender-Affirming Hormone Therapy.
    Journal of Clinical Medicine","Burgoon, S., Cunningham, H., Batchelder, H. R., Jones, Q., Kelley, C. E., Kapoor, S.
()
  Venous Thromboembolism in Transgender and Gender Diverse Individuals on Estrogen-Based Gender-Affirming Hormone Therapy.
    Journal of Clinical Medicine",NA
"Psychiatric Morbidity Among Adolescents and Young Adults Who Contacted Specialised Gender Identity Services in Finland in 1996–2019: A Register Study","Acta Paediatrica","Ruuska, S., Tuisku, K., Holttinen, T., Kaltiala, R.","Ruuska, S., Tuisku, K., Holttinen, T., Kaltiala, R.
(2026)
  Psychiatric Morbidity Among Adolescents and Young Adults Who Contacted Specialised Gender Identity Services in Finland in 1996–2019: A Register Study.
    Acta Paediatrica","Ruuska, S., Tuisku, K., Holttinen, T., Kaltiala, R.
(2026)
  Psychiatric Morbidity Among Adolescents and Young Adults Who Contacted Specialised Gender Identity Services in Finland in 1996–2019: A Register Study.
    Acta Paediatrica",2026
"Do school and equality education characteristics influence young children's understanding of sex/gender constancy?","Journal of Experimental Child Psychology","Alcock, K.","Alcock, K.
(2024)
  Do school and equality education characteristics influence young children's understanding of sex/gender constancy?.
    Journal of Experimental Child Psychology","Alcock, K.
(2024)
  Do school and equality education characteristics influence young children's understanding of sex/gender constancy?.
    Journal of Experimental Child Psychology",2024
"Fluidity in Reporting Gender Identity Labels in a Sample of Transgender and Gender Diverse Adolescents and Young Adults, Los Angeles, California, and New Orleans, Louisiana, 2017-2019","Public Health Reports","Ocasio, M. A., Fernandez, M. I., Ward, D. H., Lightfoot, M., Swendeman, D., Harper, G. W.","Ocasio, M. A., Fernandez, M. I., Ward, D. H., Lightfoot, M., Swendeman, D., Harper, G. W.
(2024)
  Fluidity in Reporting Gender Identity Labels in a Sample of Transgender and Gender Diverse Adolescents and Young Adults, Los Angeles, California, and New Orleans, Louisiana, 2017-2019.
    Public Health Reports","Ocasio, M. A., Fernandez, M. I., Ward, D. H., Lightfoot, M., Swendeman, D., Harper, G. W.
(2024)
  Fluidity in Reporting Gender Identity Labels in a Sample of Transgender and Gender Diverse Adolescents and Young Adults, Los Angeles, California, and New Orleans, Louisiana, 2017-2019.
    Public Health Reports",2024
"The U.S. Transgender Survey of 2015 Supports Rapid-Onset Gender Dysphoria: Revisiting the “Age of Realization and Disclosure of Gender Identity Among Transgender Adults.”","Archives of Sexual Behavior","Sapir, L., Littman, L., Biggs, M.","Sapir, L., Littman, L., Biggs, M.
(2023)
  The U.S. Transgender Survey of 2015 Supports Rapid-Onset Gender Dysphoria: Revisiting the “Age of Realization and Disclosure of Gender Identity Among Transgender Adults.”.
    Archives of Sexual Behavior","Sapir, L., Littman, L., Biggs, M.
(2023)
  The U.S. Transgender Survey of 2015 Supports Rapid-Onset Gender Dysphoria: Revisiting the “Age of Realization and Disclosure of Gender Identity Among Transgender Adults.”.
    Archives of Sexual Behavior",2023
"The mean age of gender dysphoria diagnosis is decreasing","General Psychiatry","Sun, C., Xie, H., Metsutnan, V., Draeger, J. H., Lin, Y., Hankey, M. S., Kablinger, A. S.","Sun, C., Xie, H., Metsutnan, V., Draeger, J. H., Lin, Y., Hankey, M. S., Kablinger, A. S.
(2023)
  The mean age of gender dysphoria diagnosis is decreasing.
    General Psychiatry","Sun, C., Xie, H., Metsutnan, V., Draeger, J. H., Lin, Y., Hankey, M. S., Kablinger, A. S.
(2023)
  The mean age of gender dysphoria diagnosis is decreasing.
    General Psychiatry",2023
"Individuals Treated for Gender Dysphoria with Medical and/or Surgical Transition Who Subsequently Detransitioned: A Survey of 100 Detransitioners","Archives of Sexual Behavior","Littman, L.","Littman, L.
(2021)
  Individuals Treated for Gender Dysphoria with Medical and/or Surgical Transition Who Subsequently Detransitioned: A Survey of 100 Detransitioners.
    Archives of Sexual Behavior","Littman, L.
(2021)
  Individuals Treated for Gender Dysphoria with Medical and/or Surgical Transition Who Subsequently Detransitioned: A Survey of 100 Detransitioners.
    Archives of Sexual Behavior",2021
"Australian children and adolescents with gender dysphoria: Clinical presentations and challenges experienced by a multidisciplinary team and gender service","Human Systems","Kozlowska, K., McClure, G., Chudleigh, C., Maguire, A. M., Gessler, D., Scher, S., Ambler, G. R.","Kozlowska, K., McClure, G., Chudleigh, C., Maguire, A. M., Gessler, D., Scher, S., Ambler, G. R.
(2021)
  Australian children and adolescents with gender dysphoria: Clinical presentations and challenges experienced by a multidisciplinary team and gender service.
    Human Systems","Kozlowska, K., McClure, G., Chudleigh, C., Maguire, A. M., Gessler, D., Scher, S., Ambler, G. R.
(2021)
  Australian children and adolescents with gender dysphoria: Clinical presentations and challenges experienced by a multidisciplinary team and gender service.
    Human Systems",2021
"Attachment Patterns in Children and Adolescents With Gender Dysphoria","Frontiers in Psychology","Kozlowska, K., Chudleigh, C., McClure, G., Maguire, A. M., Ambler, G. R.","Kozlowska, K., Chudleigh, C., McClure, G., Maguire, A. M., Ambler, G. R.
(2021)
  Attachment Patterns in Children and Adolescents With Gender Dysphoria.
    Frontiers in Psychology","Kozlowska, K., Chudleigh, C., McClure, G., Maguire, A. M., Ambler, G. R.
(2021)
  Attachment Patterns in Children and Adolescents With Gender Dysphoria.
    Frontiers in Psychology",2021
"A Follow-Up Study of Boys With Gender Identity Disorder","Frontiers in Psychiatry","Singh, D., Bradley, S. J., Zucker, K. J.","Singh, D., Bradley, S. J., Zucker, K. J.
(2021)
  A Follow-Up Study of Boys With Gender Identity Disorder.
    Frontiers in Psychiatry","Singh, D., Bradley, S. J., Zucker, K. J.
(2021)
  A Follow-Up Study of Boys With Gender Identity Disorder.
    Frontiers in Psychiatry",2021
"Gender incongruence in children, adolescents, and adults","British Journal of General Practice","Bewley, S., Clifford, D., McCartney, M., Byng, R.","Bewley, S., Clifford, D., McCartney, M., Byng, R.
(2019)
  Gender incongruence in children, adolescents, and adults.
    British Journal of General Practice","Bewley, S., Clifford, D., McCartney, M., Byng, R.
(2019)
  Gender incongruence in children, adolescents, and adults.
    British Journal of General Practice",2019
"Evidence for a Change in the Sex Ratio of Children Referred for Gender Dysphoria: Data From the Gender Identity Development Service in London (2000–2017)","The Journal of Sexual Medicine","de Graaf, N. M., Carmichael, P., Steensma, T. D., Zucker, K. J.","de Graaf, N. M., Carmichael, P., Steensma, T. D., Zucker, K. J.
(2018)
  Evidence for a Change in the Sex Ratio of Children Referred for Gender Dysphoria: Data From the Gender Identity Development Service in London (2000–2017).
    The Journal of Sexual Medicine","de Graaf, N. M., Carmichael, P., Steensma, T. D., Zucker, K. J.
(2018)
  Evidence for a Change in the Sex Ratio of Children Referred for Gender Dysphoria: Data From the Gender Identity Development Service in London (2000–2017).
    The Journal of Sexual Medicine",2018
"Sex Ratio in Children and Adolescents Referred to the Gender Identity Development Service in the UK (2009–2016)","Archives of Sexual Behavior","de Graaf, N. M., Giovanardi, G., Zitz, C., Carmichael, P.","de Graaf, N. M., Giovanardi, G., Zitz, C., Carmichael, P.
(2018)
  Sex Ratio in Children and Adolescents Referred to the Gender Identity Development Service in the UK (2009–2016).
    Archives of Sexual Behavior","de Graaf, N. M., Giovanardi, G., Zitz, C., Carmichael, P.
(2018)
  Sex Ratio in Children and Adolescents Referred to the Gender Identity Development Service in the UK (2009–2016).
    Archives of Sexual Behavior",2018
"The myth of persistence: Response to “A critical commentary on follow-up studies and ‘desistance’ theories about transgender and gender non-conforming children” by Temple Newhook et al. (2018)","International Journal of Transgenderism","Zucker, K. J.","Zucker, K. J.
(2018)
  The myth of persistence: Response to “A critical commentary on follow-up studies and ‘desistance’ theories about transgender and gender non-conforming children” by Temple Newhook et al. (2018).
    International Journal of Transgenderism","Zucker, K. J.
(2018)
  The myth of persistence: Response to “A critical commentary on follow-up studies and ‘desistance’ theories about transgender and gender non-conforming children” by Temple Newhook et al. (2018).
    International Journal of Transgenderism",2018
"Gender dysphoria in childhood","International Review of Psychiatry","Ristori, J., Steensma, T. D.","Ristori, J., Steensma, T. D.
(2016)
  Gender dysphoria in childhood.
    International Review of Psychiatry","Ristori, J., Steensma, T. D.
(2016)
  Gender dysphoria in childhood.
    International Review of Psychiatry",2016
"Trans Kids and “Making Up People”","Controversial Ideas","Byrne, A., Gorin, M.","Byrne, A., Gorin, M.
()
  Trans Kids and “Making Up People”.
    Controversial Ideas","Byrne, A., Gorin, M.
()
  Trans Kids and “Making Up People”.
    Controversial Ideas",NA
"Is “rapid-onset” gender dysphoria in adolescence a new clinical phenomenon?","European Journal of Developmental Psychology","Zucker, K. J.","Zucker, K. J.
(2026)
  Is “rapid-onset” gender dysphoria in adolescence a new clinical phenomenon?.
    European Journal of Developmental Psychology","Zucker, K. J.
(2026)
  Is “rapid-onset” gender dysphoria in adolescence a new clinical phenomenon?.
    European Journal of Developmental Psychology",2026
"Ten years of a gender identity service for children and adolescents in Germany: demographic and clinical patterns","European Child & Adolescent Psychiatry","Herrmann, L., Barkmann, C., Fahrenkrug, S., Hohmann, S., Bindt, C., Lammers, C., Becker-Hebly, I.","Herrmann, L., Barkmann, C., Fahrenkrug, S., Hohmann, S., Bindt, C., Lammers, C., Becker-Hebly, I.
(2026)
  Ten years of a gender identity service for children and adolescents in Germany: demographic and clinical patterns.
    European Child & Adolescent Psychiatry","Herrmann, L., Barkmann, C., Fahrenkrug, S., Hohmann, S., Bindt, C., Lammers, C., Becker-Hebly, I.
(2026)
  Ten years of a gender identity service for children and adolescents in Germany: demographic and clinical patterns.
    European Child & Adolescent Psychiatry",2026
"Characteristics of Dutch Gender Clinic-Referred Adolescents Who Did Not Pursue Gender-Affirming Medical Treatment","Journal of Sex & Marital Therapy","De Rooy, F. B. B., Dekkers, F. C. M., Steensma, T. D., Popma, A., Kreukels, B. P. C., De Vries, A. L. C.","De Rooy, F. B. B., Dekkers, F. C. M., Steensma, T. D., Popma, A., Kreukels, B. P. C., De Vries, A. L. C.
(2026)
  Characteristics of Dutch Gender Clinic-Referred Adolescents Who Did Not Pursue Gender-Affirming Medical Treatment.
    Journal of Sex & Marital Therapy","De Rooy, F. B. B., Dekkers, F. C. M., Steensma, T. D., Popma, A., Kreukels, B. P. C., De Vries, A. L. C.
(2026)
  Characteristics of Dutch Gender Clinic-Referred Adolescents Who Did Not Pursue Gender-Affirming Medical Treatment.
    Journal of Sex & Marital Therapy",2026
